movieId,title,year,genres,director,cast,overview,poster
212,Bushwhacked (1995),1995,Adventure|Comedy|Crime|Mystery,Greg Beeman,Daniel Stern Jon Polito Brad Sullivan Ann Dowd Anthony Heald,"A inept courier realises he has been used by criminals to deliver money. On the run from both the criminals and police, he poses as a Scout leader and leads a scout group on a hike through the mountains.",https://image.tmdb.org/t/p/w500/j3H0POtvl0Tt4Meesvp7HX6JxAv.jpg
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),1994,Drama,Nikita Mikhalkov,Oleg Menshikov Nikita Mikhalkov Ingeborga Dapkūnaitė Nadezhda Mikhalkova Vyacheslav Tikhonov,"Russia, 1936: revolutionary hero Colonel Kotov is spending an idyllic summer in his dacha with his young wife and six-year-old daughter Nadia and other assorted family and friends. Things change dramatically with the unheralded arrival of Cousin Dmitri from Moscow, who charms the women and little Nadia with his games and pianistic bravura. But Kotov isn't fooled: this is the time of Stalin's repression, with telephone calls in the middle of the night spelling doom - and he knows that Dmitri isn't paying a social call...",https://image.tmdb.org/t/p/w500/jcpvnPSuRrynrgY7menuyZe7X4r.jpg
214,Before the Rain (Pred dozhdot) (1994),1994,Drama|War,Milcho Manchevski,Katrin Cartlidge Rade Šerbedžija Grégoire Colin Labina Mitevska Phyllida Law,"The circularity of violence seen in a story that circles on itself. In Macedonia, during the war in Bosnia, Christians hunt an ethnic Albanian girl who may have murdered one of their own. A young monk who's taken a vow of silence offers her protection. In London, a photographic editor who's pregnant needs to talk it out with her estranged husband and chooses a toney restaurant.",https://image.tmdb.org/t/p/w500/sAVSVFonnNkup5xnlxDkuRrmI2N.jpg
215,Before Sunrise (1995),1995,Drama|Romance,Richard Linklater,Ethan Hawke Julie Delpy Andrea Eckert Hanno Pöschl Karl Bruckschwaiger,"An unexpected meeting on a train leads two travelers to spend an evening wandering through Vienna. As the night unfolds, they share stories and conversations about life and love, exploring new ideas while a quiet intimacy grows between them, knowing it may be their only night together.",https://image.tmdb.org/t/p/w500/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg
216,Billy Madison (1995),1995,Comedy,Tamra Davis,Adam Sandler Bradley Whitford Josh Mostel Bridgette Wilson-Sampras Darren McGavin,"Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire, but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business.",https://image.tmdb.org/t/p/w500/sOdgtJdFalL9kRKaeJItARLTAEq.jpg
217,"Babysitter, The (1995)",1995,Drama|Thriller,Guy Ferland,Alicia Silverstone Jeremy London J.T. Walsh Nicky Katt Lee Garlington,"Jennifer is a lovely teen who has been hired to baby-sit the kids of Harry Tucker and his wife, Dolly. The Tuckers go to a party and proceed to get inebriated, with Mr. Tucker fantasizing about his beautiful baby sitter. Meanwhile, Jack, her boyfriend, and Mark, another guy interested in her, decide to spy on Jennifer at the Tucker house, with each young man also fixated on her.",https://image.tmdb.org/t/p/w500/wOv6HKiKTcDiyZRXPOsjm2JhVZV.jpg
218,Boys on the Side (1995),1995,Comedy|Drama,Herbert Ross,Whoopi Goldberg Mary-Louise Parker Drew Barrymore Matthew McConaughey James Remar,"After breaking up with her girlfriend, a nightclub singer, Jane, answers a personal ad from Robin, a real estate agent with AIDS, seeking a cross-country travel partner. On their journey from New York City to Los Angeles, the two stop by Pittsburgh to pick up Jane's friend Holly, who is trying to escape an abusive relationship. With three distinct personalities, the women must overcome their differences to help one another.",https://image.tmdb.org/t/p/w500/2dhZnfBjiza5TupvOupRU4hFAcJ.jpg
219,"Cure, The (1995)",1995,Drama,Peter Horton,Joseph Mazzello Brad Renfro Annabella Sciorra Diana Scarwid Bruce Davison,"Erik, a loner, finds a friend in Dexter, an eleven-year-old boy with AIDS. They vow to find a cure for AIDS together and save Dexter's life in an eventful summer.",https://image.tmdb.org/t/p/w500/vcSfab0S2gTm9302TfejcM2gzrg.jpg
220,Castle Freak (1995),1996,Horror,Stuart Gordon,Jeffrey Combs Barbara Crampton Jonathan Fuller Jessica Dollarhide Massimo Sarchielli,"John Reilly discovers that his family's newly inherited castle in Italy is haunted by a relentless, bloodthirsty creature.",https://image.tmdb.org/t/p/w500/rZv3aUkNngyZeiCgAjOEF5n0tve.jpg
222,Circle of Friends (1995),1995,Drama|Romance,Pat O'Connor,Chris O'Donnell Minnie Driver Geraldine O'Rawe Saffron Burrows Alan Cumming,"Three girlhood friends now at college share first loves, first kisses and first betrayals. At the center of it all is the best-looking boy on campus. Can a self-conscious dreamer hook the biggest fish in the pond?",https://image.tmdb.org/t/p/w500/2QLTcXxrdSBrEgQZjPjpCf5QS4f.jpg
223,Clerks (1994),1994,Comedy,Kevin Smith,Brian O'Halloran Jeff Anderson Marilyn Ghigliotti Lisa Spoonauer Jason Mewes,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",https://image.tmdb.org/t/p/w500/9IiSgiq4h4siTIS9H3o4nZ3h5L9.jpg
224,Don Juan DeMarco (1995),1994,Comedy|Drama|Romance,Jeremy Leven,Johnny Depp Marlon Brando Faye Dunaway Géraldine Pailhas Bob Dishy,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",https://image.tmdb.org/t/p/w500/fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg
225,Disclosure (1994),1994,Drama|Thriller,Barry Levinson,Michael Douglas Demi Moore Donald Sutherland Dylan Baker Jacqueline Kim,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",https://image.tmdb.org/t/p/w500/9e8cp3ho2aZrHMFgitysCoJxXwP.jpg
227,Drop Zone (1994),1994,Action|Thriller,John Badham,Wesley Snipes Gary Busey Yancy Butler Michael Jeter Corin Nemec,"A daring prison break from an airliner at 30,000 feet leaves U.S. Marshal Pete Nessip mourning a brother and gunning for revenge. After being ordered to turn in his badge, he seeks out Jessie Crossman, a noted skydiver, and offers to sponsor her crew for the annual Independence Day parachuting show in Washington, D.C., if she trains him. Meanwhile, the mastermind behind the mid-air jailbreak is planning a daring computer theft on Independence Day.",https://image.tmdb.org/t/p/w500/2AnguJel4FIm1AUjHLrhi4ztsYU.jpg
228,Destiny Turns on the Radio (1995),1995,Comedy,Jack Baran,Dylan McDermott Nancy Travis Quentin Tarantino Jim Belushi James Le Gros,"Johnny Destiny burns into Las Vegas in his hot Plymouth RoadRunner, stopping only to pick up a stranger stranded in the desert. But then, things aren't always as they seem. Anything can happen in that town of many possibilities...especially since there's been some weird electrical disturbances. As the stranger, fresh out of prison, tries to put his life back together--to recover his money from an old bank heist and the girl he lost in doing the job--something keeps interfering with his plans. Is it fate...or just Destiny?",https://image.tmdb.org/t/p/w500/kd04IvuW1wvgGoB2HxSuFVIU9rU.jpg
229,Death and the Maiden (1994),1994,Drama|Thriller,Roman Polanski,Sigourney Weaver Ben Kingsley Stuart Wilson Krystia Mova Jonathan Vega,A political activist is convinced that her guest is a man who once tortured her for the government.,https://image.tmdb.org/t/p/w500/yrGpwavZwfprhjVRHMHc165q22u.jpg
230,Dolores Claiborne (1995),1995,Drama|Thriller,Taylor Hackford,Kathy Bates Jennifer Jason Leigh Judy Parfitt Christopher Plummer David Strathairn,"Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.",https://image.tmdb.org/t/p/w500/yqY5h9kI456xXRWv6u9t0Axn9CS.jpg
231,Dumb & Dumber (Dumb and Dumber) (1994),1994,Adventure|Comedy,Peter Farrelly,Jim Carrey Jeff Daniels Lauren Holly Teri Garr Charles Rocket,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",https://image.tmdb.org/t/p/w500/4LdpBXiCyGKkR8FGHgjKlphrfUc.jpg
232,Eat Drink Man Woman (Yin shi nan nu) (1994),1994,Comedy|Drama|Romance,Ang Lee,Lung Sihung Yang Kuei-mei Jacklyn Wu Chien-Lien Wang Yu-wen Sylvia Chang,"Retired and widowed Chinese master chef Chu lives in modern day Taipei, with his three attractive daughters, all of whom are unattached. Soon, each daughter encounters a new man in their lives. When these new relationships blossom, stereotypes are broken and the living situation within the family changes.",https://image.tmdb.org/t/p/w500/olhIWtIBFg6VWK59DEd4lAvgVgz.jpg
233,Exotica (1994),1994,Drama,Atom Egoyan,Bruce Greenwood Mia Kirshner Don McKellar Sarah Polley Victor Garber,"In the upscale Toronto strip club Exotica, dancer Christina is visited nightly by the obsessive Francis, a depressed tax auditor. Her ex-boyfriend, the club's MC, Eric, still jealously pines for her even as he introduces her onstage, but Eric is having his own relationship problems with the club's female owner. Thomas, a mysterious pet-shop owner, is about to become unexpectedly involved in their lives.",https://image.tmdb.org/t/p/w500/pWcJdcIHjL3P6NaEJKeV6ONfAMV.jpg
234,Exit to Eden (1994),1994,Comedy,Garry Marshall,Dana Delany Paul Mercurio Rosie O'Donnell Dan Aykroyd Héctor Elizondo,"Photographer Elliot Slater has inadvertently snapped the only existing photos of elusive jewel thief Omar. When Elliot leaves for a private vacation on an S&M island, he is followed by Omar, Omar's partner, Nina, and undercover police officers Fred and Sheila. Unaware of the number of people chasing him, Elliot enjoys his stay at the resort, and finds himself falling in love with head dominatrix Lisa.",https://image.tmdb.org/t/p/w500/dUtpplO9K03uYCA71Vqj9ZRkVyA.jpg
235,Ed Wood (1994),1994,Comedy|Drama,Tim Burton,Johnny Depp Martin Landau Sarah Jessica Parker Patricia Arquette Jeffrey Jones,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",https://image.tmdb.org/t/p/w500/n8SrO3WbyuY2b6KazogqbQF348C.jpg
236,French Kiss (1995),1995,Action|Comedy|Romance,Lawrence Kasdan,Meg Ryan Kevin Kline Timothy Hutton Jean Reno François Cluzet,"After her fiancee admits to infidelity while on a business trip in France, a woman attempts to get her lover back and marry him by traveling to Paris despite her crippling fear of flying.  On the way she unwittingly smuggles something of value that has a charming crook chasing her across France as she chases after her future husband.",https://image.tmdb.org/t/p/w500/q5hXdMfxSwhuOmWmkTJmm5qVijc.jpg
237,Forget Paris (1995),1995,Comedy|Romance,Billy Crystal,Billy Crystal Debra Winger Joe Mantegna Cynthia Stevenson Richard Masur,"Mickey Gordon is a basketball referee who travels to France to bury his father. Ellen Andrews is an American living in Paris who works for the airline he flies on. They meet and fall in love, but their relationship goes through many difficult patches.",https://image.tmdb.org/t/p/w500/c2RwGHqWwvh7nmRKpdIyYUWMEvP.jpg
238,Far From Home: The Adventures of Yellow Dog (1995),1995,Adventure|Children,Phillip Borsos,Mimi Rogers Jesse Bradford Bruce Davison Tom Bower Joel Palmer,"Teenager Angus adopts a stray dog and names him Yellow. Several days later, while travelling along the coast of British Columbia with Angus's father, John, the boy and dog become stranded when turbulent waters capsize their boat. Angus's parents relentlessly badger rescue teams. Angus, schooled by his father in wilderness survival skills, and assisted by the intelligent Yellow Dog, tries to attract rescuers.",https://image.tmdb.org/t/p/w500/bHtNHOiSmfX1KlJwc9Jvc8sYcjB.jpg
239,"Goofy Movie, A (1995)",1995,Animation|Children|Comedy|Romance,Kevin Lima,Bill Farmer Jason Marsden Rob Paulsen Jim Cummings Kellie Martin,"Goofy’s teenage son Max is desperate to impress his crush and fit in at school. After well-meaning but ignorant Goofy suddenly whisks him away on a cross-country road trip—messing up Max’s first date plans in the process—Goofy’s old-school parenting and Max’s desire for independence lead to a vacation of hilarious mishaps, as they both learn to see eye to eye and listen to each other.",https://image.tmdb.org/t/p/w500/bycmMhO3iIoEDzP768sUjq2RV4T.jpg
240,Hideaway (1995),1995,Thriller,Brett Leonard,Jeff Goldblum Christine Lahti Alicia Silverstone Jeremy Sisto Alfred Molina,"Hatch Harrison, his wife, Lindsey, and their daughter, Regina, are enjoying a pleasant drive when a car crash leaves wife and daughter unharmed but kills Hatch. However, an ingenious doctor, Jonas Nyebern, manages to revive Hatch after two lifeless hours. But Hatch does not come back unchanged. He begins to suffer horrible visions of murder -- only to find out the visions are the sights of a serial killer.",https://image.tmdb.org/t/p/w500/cYWjgxgIJrak0BTemkij3gOCbMa.jpg
241,Fluke (1995),1995,Children|Drama,Carlo Carlei,Matthew Modine Nancy Travis Eric Stoltz Max Pomeranc Ron Perlman,"Workaholic Thomas Johnson dies in an auto accident and reincarnates as a dog. Remembering some of his previous being, he returns to his wife and son to protect them from the man who caused his accident. But, as time goes by, his memories return, and Thomas realizes he wasn't such a good husband and father.",https://image.tmdb.org/t/p/w500/9cdyiQQK4JwghWVWWB6hEqx4okB.jpg
